Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-03-2020,,,,,,,,
Gegevens beschikbaar:,17-11-2010,tot:,07-08-2019,,,,,,,,
Datum: ,18-03-2020,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B12B0135,003,12BA3135,239950,567025,180,22-08-1983,22-08-1983,07-08-2019,545,45,-1600,-1800


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B12B0135,003,17-11-2010,177,132,368,,,,,,
B12B0135,003,18-11-2010,177,132,368,,,,,,
B12B0135,003,19-11-2010,177,132,368,,,,,,
B12B0135,003,20-11-2010,177,132,368,,,,,,
B12B0135,003,21-11-2010,177,132,368,,,,,,
B12B0135,003,22-11-2010,177,132,368,,,,,,
B12B0135,003,23-11-2010,177,132,368,,,,,,
B12B0135,003,24-11-2010,176,131,369,,,,,,
B12B0135,003,25-11-2010,176,131,369,,,,,,
B12B0135,003,26-11-2010,178,133,367,,,,,,
B12B0135,003,27-11-2010,178,133,367,,,,,,
B12B0135,003,28-11-2010,179,134,366,,,,,,
B12B0135,003,29-11-2010,180,135,365,,,,,,
B12B0135,003,30-11-2010,180,135,365,,,,,,
B12B0135,003,01-12-2010,180,135,365,,,,,,
B12B0135,003,02-12-2010,180,135,365,,,,,,
B12B0135,003,03-12-2010,180,135,365,,,,,,
B12B0135,003,04-12-2010,181,136,364,,,,,,
B12B0135,003,05-12-2010,179,134,366,,,,,,
B12B0135,003,06-12-2010,179,134,366,,,,,,
B12B0135,003,07-12-2010,180,135,365,,,,,,
B12B0135,003,08-12-2010,180,135,365,,,,,,
B12B0135,003,09-12-2010,181,136,364,,,,,,
B12B0135,003,10-12-2010,181,136,364,,,,,,
B12B0135,003,11-12-2010,175,130,370,,,,,,
B12B0135,003,12-12-2010,175,130,370,,,,,,
B12B0135,003,13-12-2010,176,131,369,,,,,,
B12B0135,003,14-12-2010,177,132,368,,,,,,
B12B0135,003,15-12-2010,177,132,368,,,,,,
B12B0135,003,16-12-2010,175,130,370,,,,,,
B12B0135,003,17-12-2010,174,129,371,,,,,,
B12B0135,003,18-12-2010,175,130,370,,,,,,
B12B0135,003,19-12-2010,176,131,369,,,,,,
B12B0135,003,20-12-2010,177,132,368,,,,,,
B12B0135,003,21-12-2010,178,133,367,,,,,,
B12B0135,003,22-12-2010,178,133,367,,,,,,
B12B0135,003,23-12-2010,178,133,367,,,,,,
B12B0135,003,24-12-2010,179,134,366,,,,,,
B12B0135,003,25-12-2010,181,136,364,,,,,,
B12B0135,003,26-12-2010,180,135,365,,,,,,
B12B0135,003,27-12-2010,179,134,366,,,,,,
B12B0135,003,28-12-2010,180,135,365,,,,,,
B12B0135,003,29-12-2010,181,136,364,,,,,,
B12B0135,003,30-12-2010,181,136,364,,,,,,
B12B0135,003,31-12-2010,180,135,365,,,,,,
B12B0135,003,01-01-2011,176,131,369,,,,,,
B12B0135,003,02-01-2011,176,131,369,,,,,,
B12B0135,003,03-01-2011,177,132,368,,,,,,
B12B0135,003,04-01-2011,177,132,368,,,,,,
B12B0135,003,05-01-2011,177,132,368,,,,,,
B12B0135,003,06-01-2011,176,131,369,,,,,,
B12B0135,003,07-01-2011,174,129,371,,,,,,
B12B0135,003,08-01-2011,172,127,373,,,,,,
B12B0135,003,09-01-2011,173,128,372,,,,,,
B12B0135,003,10-01-2011,174,129,371,,,,,,
B12B0135,003,11-01-2011,173,128,372,,,,,,
B12B0135,003,12-01-2011,174,129,371,,,,,,
B12B0135,003,13-01-2011,172,127,373,,,,,,
B12B0135,003,14-01-2011,170,125,375,,,,,,
B12B0135,003,15-01-2011,168,123,377,,,,,,
B12B0135,003,16-01-2011,168,123,377,,,,,,
B12B0135,003,17-01-2011,169,124,376,,,,,,
B12B0135,003,18-01-2011,169,124,376,,,,,,
B12B0135,003,19-01-2011,170,125,375,,,,,,
B12B0135,003,20-01-2011,170,125,375,,,,,,
B12B0135,003,21-01-2011,171,126,374,,,,,,
B12B0135,003,22-01-2011,170,125,375,,,,,,
B12B0135,003,23-01-2011,169,124,376,,,,,,
B12B0135,003,24-01-2011,170,125,375,,,,,,
B12B0135,003,25-01-2011,168,123,377,,,,,,
B12B0135,003,26-01-2011,169,124,376,,,,,,
B12B0135,003,27-01-2011,171,126,374,,,,,,
B12B0135,003,28-01-2011,172,127,373,,,,,,
B12B0135,003,29-01-2011,172,127,373,,,,,,
B12B0135,003,30-01-2011,172,127,373,,,,,,
B12B0135,003,31-01-2011,173,128,372,,,,,,
B12B0135,003,01-02-2011,173,128,372,,,,,,
B12B0135,003,02-02-2011,173,128,372,,,,,,
B12B0135,003,03-02-2011,172,127,373,,,,,,
B12B0135,003,04-02-2011,170,125,375,,,,,,
B12B0135,003,05-02-2011,169,124,376,,,,,,
B12B0135,003,06-02-2011,170,125,375,,,,,,
B12B0135,003,07-02-2011,170,125,375,,,,,,
B12B0135,003,08-02-2011,172,127,373,,,,,,
B12B0135,003,09-02-2011,173,128,372,,,,,,
B12B0135,003,10-02-2011,172,127,373,,,,,,
B12B0135,003,11-02-2011,171,126,374,,,,,,
B12B0135,003,12-02-2011,172,127,373,,,,,,
B12B0135,003,13-02-2011,169,124,376,,,,,,
B12B0135,003,14-02-2011,170,125,375,,,,,,
B12B0135,003,15-02-2011,167,122,378,,,,,,
B12B0135,003,16-02-2011,167,122,378,,,,,,
B12B0135,003,17-02-2011,168,123,377,,,,,,
B12B0135,003,18-02-2011,170,125,375,,,,,,
B12B0135,003,19-02-2011,170,125,375,,,,,,
B12B0135,003,20-02-2011,171,126,374,,,,,,
B12B0135,003,21-02-2011,172,127,373,,,,,,
B12B0135,003,22-02-2011,172,127,373,,,,,,
B12B0135,003,23-02-2011,173,128,372,,,,,,
B12B0135,003,24-02-2011,172,127,373,,,,,,
B12B0135,003,25-02-2011,172,127,373,,,,,,
B12B0135,003,26-02-2011,170,125,375,,,,,,
B12B0135,003,27-02-2011,171,126,374,,,,,,
B12B0135,003,28-02-2011,172,127,373,,,,,,
B12B0135,003,01-03-2011,174,129,371,,,,,,
B12B0135,003,02-03-2011,174,129,371,,,,,,
B12B0135,003,03-03-2011,174,129,371,,,,,,
B12B0135,003,04-03-2011,174,129,371,,,,,,
B12B0135,003,05-03-2011,173,128,372,,,,,,
B12B0135,003,06-03-2011,175,130,370,,,,,,
B12B0135,003,07-03-2011,175,130,370,,,,,,
B12B0135,003,08-03-2011,174,129,371,,,,,,
B12B0135,003,09-03-2011,173,128,372,,,,,,
B12B0135,003,10-03-2011,173,128,372,,,,,,
B12B0135,003,11-03-2011,174,129,371,,,,,,
B12B0135,003,12-03-2011,174,129,371,,,,,,
B12B0135,003,13-03-2011,174,129,371,,,,,,
B12B0135,003,14-03-2011,175,130,370,,,,,,
B12B0135,003,15-03-2011,175,130,370,,,,,,
B12B0135,003,16-03-2011,175,130,370,,,,,,
B12B0135,003,17-03-2011,175,130,370,,,,,,
B12B0135,003,18-03-2011,177,132,368,,,,,,
B12B0135,003,19-03-2011,179,134,366,,,,,,
B12B0135,003,20-03-2011,179,134,366,,,,,,
B12B0135,003,21-03-2011,179,134,366,,,,,,
B12B0135,003,22-03-2011,180,135,365,,,,,,
B12B0135,003,23-03-2011,180,135,365,,,,,,
B12B0135,003,24-03-2011,180,135,365,,,,,,
B12B0135,003,25-03-2011,178,133,367,,,,,,
B12B0135,003,26-03-2011,179,134,366,,,,,,
B12B0135,003,27-03-2011,180,135,365,,,,,,
B12B0135,003,28-03-2011,180,135,365,,,,,,
B12B0135,003,29-03-2011,181,136,364,,,,,,
B12B0135,003,30-03-2011,181,136,364,,,,,,
B12B0135,003,31-03-2011,179,134,366,,,,,,
B12B0135,003,01-04-2011,180,135,365,,,,,,
B12B0135,003,02-04-2011,179,134,366,,,,,,
B12B0135,003,03-04-2011,180,135,365,,,,,,
B12B0135,003,04-04-2011,181,136,364,,,,,,
B12B0135,003,05-04-2011,181,136,364,,,,,,
B12B0135,003,06-04-2011,182,137,363,,,,,,
B12B0135,003,07-04-2011,183,138,362,,,,,,
B12B0135,003,08-04-2011,183,138,362,,,,,,
B12B0135,003,09-04-2011,184,139,361,,,,,,
B12B0135,003,10-04-2011,184,139,361,,,,,,
B12B0135,003,11-04-2011,184,139,361,,,,,,
B12B0135,003,12-04-2011,185,140,360,,,,,,
B12B0135,003,13-04-2011,185,140,360,,,,,,
B12B0135,003,14-04-2011,185,140,360,,,,,,
B12B0135,003,15-04-2011,186,141,359,,,,,,
B12B0135,003,16-04-2011,187,142,358,,,,,,
B12B0135,003,17-04-2011,187,142,358,,,,,,
B12B0135,003,18-04-2011,187,142,358,,,,,,
B12B0135,003,19-04-2011,188,143,357,,,,,,
B12B0135,003,20-04-2011,188,143,357,,,,,,
B12B0135,003,21-04-2011,189,144,356,,,,,,
B12B0135,003,22-04-2011,189,144,356,,,,,,
B12B0135,003,23-04-2011,190,145,355,,,,,,
B12B0135,003,24-04-2011,191,146,354,,,,,,
B12B0135,003,25-04-2011,192,147,353,,,,,,
B12B0135,003,26-04-2011,192,147,353,,,,,,
B12B0135,003,27-04-2011,192,147,353,,,,,,
B12B0135,003,28-04-2011,193,148,352,,,,,,
B12B0135,003,29-04-2011,193,148,352,,,,,,
B12B0135,003,30-04-2011,194,149,351,,,,,,
